State,Market,Variety,Arrivals,Min_Price,Max_price,Modal_price,Date,Grade,Identifier,Market_Key,Market_Identifier
Karnataka,Kolar,Tomato,668,300,930,530,22-04-2025,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,672,300,930,460,15-04-2025,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,674,300,830,460,26-04-2025,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,678,300,1200,600,21-02-2025,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,679,300,1000,600,01-01-2025,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,680,300,1000,600,09-01-2025,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,680,300,1200,660,11-01-2025,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,683,330,1670,1000,21-12-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,685,330,1660,800,09-02-2025,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,688,330,1530,800,27-01-2025,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,698,300,860,460,23-04-2025,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,701,330,1060,600,12-03-2025,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,703,300,1200,600,06-01-2025,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,717,330,1730,860,29-01-2025,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,721,300,1460,730,25-01-2025,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,725,300,1200,530,21-01-2025,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,732,300,1260,600,22-01-2025,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,732,300,1330,670,13-02-2025,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,742,2000,6000,4000,17-06-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,743,300,1330,670,11-02-2025,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,747,400,3330,1660,03-06-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,751,330,1330,660,17-01-2025,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,757,300,860,460,24-04-2025,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,757,300,860,460,25-04-2025,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,759,300,1200,600,20-02-2025,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,781,300,1000,600,31-12-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,788,330,3200,1600,02-06-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,788,400,4660,2060,17-10-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,798,300,860,530,27-04-2025,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,803,400,5000,2530,14-06-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,810,300,800,460,03-04-2025,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,815,333,1530,730,18-01-2025,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,816,330,1660,860,17-12-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,821,300,1260,660,07-01-2025,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,821,300,2660,1460,02-11-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,842,530,4000,2000,04-06-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,850,530,4670,2330,06-06-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,855,300,1330,670,12-02-2025,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,862,300,1660,1060,23-12-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,866,330,2860,1460,01-06-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,871,400,3660,1860,05-12-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,872,530,4330,2000,06-12-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,885,300,1200,600,05-01-2025,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,888,400,4000,2000,08-06-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,888,530,4330,2330,10-06-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,894,300,800,530,05-05-2025,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,903,330,1660,1000,18-12-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,913,2667,6667,4667,18-06-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,923,660,4660,2130,12-10-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,930,330,1660,1000,19-12-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,936,530,4330,2200,09-06-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,943,530,4000,1860,01-12-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,943,530,4330,2000,27-11-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,945,300,1200,600,19-01-2025,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,949,330,1330,660,04-01-2025,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,950,330,2000,1200,22-12-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,952,300,1670,1000,25-12-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,953,530,4000,1860,25-11-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,954,330,1660,930,16-12-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,964,300,1730,930,20-12-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,969,530,4330,2000,26-11-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,977,300,1000,530,03-01-2025,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,993,530,4330,2130,05-06-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,994,530,4670,2530,12-06-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,998,300,2110,1330,01-11-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,998,330,1000,600,12-05-2025,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,1006,330,1600,930,14-12-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,1009,530,5860,2600,02-10-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,1013,330,1660,1060,13-12-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,1016,300,1530,930,26-12-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,1016,400,4330,2000,16-10-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,1023,300,800,460,13-01-2025,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,1023,330,1000,660,12-01-2025,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,1029,330,1600,1000,15-12-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,1037,530,5330,2660,15-06-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,1045,530,4660,2130,14-10-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,1051,300,800,530,06-05-2025,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,1056,530,4530,2330,13-06-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,1063,660,6660,2860,06-10-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,1067,530,4670,2200,20-10-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,1070,660,5330,2660,30-09-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,1073,300,860,530,08-05-2025,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,1074,300,860,530,01-05-2025,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,1084,530,5000,2670,11-06-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,1088,330,2660,1330,09-12-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,1089,330,1130,600,19-05-2025,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,1102,400,4000,1800,07-12-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,1102,660,5000,2330,13-10-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,1128,530,4660,2130,15-10-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,1131,330,3000,1460,28-10-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,1133,300,1530,930,24-12-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,1135,330,2000,1200,10-12-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,1145,530,4000,1660,28-11-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,1146,330,2000,1330,12-12-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,1155,530,6000,2660,03-10-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,1161,400,4000,1660,26-09-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,1163,330,4000,1860,24-10-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,1187,400,4330,2000,04-12-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,1188,660,6330,2660,04-10-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,1197,400,4660,2260,28-09-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,1210,330,1460,660,20-05-2025,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,1214,330,1460,670,21-05-2025,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,1217,400,4000,2000,07-06-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,1223,300,860,530,09-05-2025,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,1230,530,4660,2000,22-09-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,1248,660,6660,2860,05-10-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,1252,300,860,600,11-05-2025,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,1254,530,4330,2000,10-10-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,1258,300,2000,1000,30-10-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,1259,530,4000,1860,18-09-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,1265,530,1000,600,13-05-2025,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,1269,530,4330,2000,11-10-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,1271,300,1200,660,30-12-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,1283,300,800,530,10-05-2025,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,1287,330,3200,1670,16-09-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,1296,530,4800,2330,29-09-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,1298,300,1460,800,29-12-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,1307,530,4330,2000,21-10-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,1310,300,800,460,16-05-2025,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,1316,530,4670,2200,22-10-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,1320,330,4000,2000,25-10-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,1320,530,5000,2330,08-10-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,1324,330,2330,1330,08-09-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,1328,330,8600,530,14-05-2025,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,1336,330,1200,600,17-05-2025,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,1344,400,4330,2000,23-10-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,1351,330,3330,1600,29-10-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,1352,400,3670,1670,20-09-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,1353,300,800,460,07-05-2025,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,1353,2333,5667,4000,22-06-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,1354,330,4330,2000,19-10-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,1358,300,2000,1330,13-11-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,1378,330,2530,1330,01-09-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,1378,530,3860,1930,19-09-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,1379,300,2660,1460,03-11-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,1379,330,2660,1460,20-11-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,1383,330,2870,1460,14-09-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,1390,530,4330,1800,24-09-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,1395,2667,6667,5067,19-06-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,1417,330,2660,1460,12-09-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,1420,300,2130,1330,11-11-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,1420,330,2660,1530,19-11-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,1425,300,2330,1330,15-11-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,1432,530,4660,2130,09-10-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,1440,400,4130,2000,27-09-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,1466,530,4660,2000,23-09-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,1471,460,4000,1660,25-09-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,1474,330,3330,1660,27-10-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,1480,2667,7000,4834,20-06-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,1497,330,4000,2000,26-10-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,1510,530,4330,2000,21-09-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,1511,670,6000,2660,01-10-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,1520,2667,6133,4400,21-06-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,1521,330,3460,1660,17-09-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,1530,300,2130,1330,12-11-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,1551,330,2400,1460,18-11-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,1560,300,2330,1460,14-11-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,1563,300,2000,1200,09-11-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,1570,330,2000,1800,09-06-2025,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,1598,2333,5000,3667,24-06-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,1605,330,2800,1460,13-09-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,1605,2667,5467,4067,23-06-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,1628,300,2330,1330,07-11-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,1634,1667,4400,2867,26-06-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
Karnataka,Kolar,Tomato,1646,530,6000,2660,07-10-2024,FAQ,Karnataka_Kolar_Tomato_FAQ,Kar,Karnataka_Kolar_Tomato_FAQ
